date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.09,0.07,0.07
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,COR,Corners,0.46,0.4,0.06,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,TKL,Tackles,0.76,0.6,0.16,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,FC,Fouls Committed,0.26,0.2,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.28,0.23,0.22
2026-07-02,Belgium@USA,Belgium_DEF_2,Belgium,DEF,True,PAS,Passes,7.82,6.8,1.02,OVER,45.0,50.85,41.16,39.11
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.04
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.09,0.07,0.07
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,COR,Corners,0.46,0.4,0.06,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,TKL,Tackles,0.76,0.6,0.16,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,FC,Fouls Committed,0.26,0.2,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.28,0.23,0.22
2026-07-02,Belgium@USA,Belgium_DEF_3,Belgium,DEF,True,PAS,Passes,7.82,6.8,1.02,OVER,45.0,50.85,41.16,39.11
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.04
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.09,0.07,0.07
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,COR,Corners,0.46,0.4,0.06,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,TKL,Tackles,0.76,0.6,0.16,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,FC,Fouls Committed,0.26,0.2,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,CRD,Cards,0.08,0.0,0.08,PASS,0.25,0.28,0.23,0.22
2026-07-02,Belgium@USA,Belgium_DEF_4,Belgium,DEF,True,PAS,Passes,7.82,6.8,1.02,OVER,45.0,50.85,41.16,39.11
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.04
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.09,0.07,0.07
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,S,Shots,0.02,0.0,0.02,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,COR,Corners,0.14,0.1,0.04,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,TKL,Tackles,0.23,0.2,0.03,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.28,0.23,0.22
2026-07-02,Belgium@USA,Belgium_DEF_5,Belgium,DEF,False,PAS,Passes,2.35,2.0,0.35,PASS,45.0,50.85,41.16,39.11
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.04
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.09,0.07,0.07
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,S,Shots,0.02,0.0,0.02,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,COR,Corners,0.14,0.1,0.04,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,TKL,Tackles,0.23,0.2,0.03,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.28,0.23,0.22
2026-07-02,Belgium@USA,Belgium_DEF_6,Belgium,DEF,False,PAS,Passes,2.35,2.0,0.35,PASS,45.0,50.85,41.16,39.11
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,S,Shots,0.36,0.3,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,COR,Corners,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,TKL,Tackles,0.61,0.5,0.11,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,FC,Fouls Committed,0.52,0.4,0.12,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_1,Belgium,MID,True,PAS,Passes,15.82,13.9,1.92,OVER,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,S,Shots,0.36,0.3,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,COR,Corners,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,TKL,Tackles,0.61,0.5,0.11,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,FC,Fouls Committed,0.52,0.4,0.12,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_2,Belgium,MID,True,PAS,Passes,15.82,13.9,1.92,OVER,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,S,Shots,0.36,0.3,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,COR,Corners,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,TKL,Tackles,0.61,0.5,0.11,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,FC,Fouls Committed,0.52,0.4,0.12,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_3,Belgium,MID,True,PAS,Passes,15.82,13.9,1.92,OVER,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,A,Assists,0.05,0.0,0.05,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,S,Shots,0.36,0.3,0.06,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,COR,Corners,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,TKL,Tackles,0.61,0.5,0.11,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,FC,Fouls Committed,0.52,0.4,0.12,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_4,Belgium,MID,True,PAS,Passes,15.82,13.9,1.92,OVER,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,S,Shots,0.11,0.0,0.11,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,COR,Corners,0.08,0.0,0.08,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,TKL,Tackles,0.18,0.1,0.08,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,FC,Fouls Committed,0.16,0.1,0.06,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_5,Belgium,MID,False,PAS,Passes,4.74,4.1,0.64,PASS,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.14,0.11,0.1
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.45,0.37,0.35
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,S,Shots,0.11,0.0,0.11,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,COR,Corners,0.08,0.0,0.08,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,TKL,Tackles,0.18,0.1,0.08,PASS,2.0,2.26,1.83,1.74
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,FC,Fouls Committed,0.16,0.1,0.06,PASS,1.5,1.69,1.37,1.3
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_MID_6,Belgium,MID,False,PAS,Passes,4.74,4.1,0.64,PASS,52.0,58.76,47.57,45.19
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,G,Goals,0.21,0.0,0.21,PASS,0.35,0.4,0.32,0.3
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,A,Assists,0.09,0.0,0.09,PASS,0.18,0.2,0.16,0.16
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,SOT,Shots on Target,0.63,0.5,0.13,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,S,Shots,1.09,0.9,0.19,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,COR,Corners,0.03,0.0,0.03,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,TKL,Tackles,0.14,0.1,0.04,PASS,0.8,0.9,0.73,0.7
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,FC,Fouls Committed,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,CRD,Cards,0.03,0.0,0.03,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_FWD_1,Belgium,FWD,True,PAS,Passes,3.65,3.2,0.45,PASS,28.0,31.64,25.61,24.33
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,G,Goals,0.21,0.0,0.21,PASS,0.35,0.4,0.32,0.3
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,A,Assists,0.09,0.0,0.09,PASS,0.18,0.2,0.16,0.16
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,SOT,Shots on Target,0.63,0.5,0.13,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,S,Shots,1.09,0.9,0.19,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,COR,Corners,0.03,0.0,0.03,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,TKL,Tackles,0.14,0.1,0.04,PASS,0.8,0.9,0.73,0.7
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,FC,Fouls Committed,0.26,0.2,0.06,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,CRD,Cards,0.03,0.0,0.03,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_FWD_2,Belgium,FWD,True,PAS,Passes,3.65,3.2,0.45,PASS,28.0,31.64,25.61,24.33
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,G,Goals,0.06,0.0,0.06,PASS,0.35,0.4,0.32,0.3
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,A,Assists,0.03,0.0,0.03,PASS,0.18,0.2,0.16,0.16
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,SOT,Shots on Target,0.19,0.1,0.09,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,S,Shots,0.33,0.2,0.13,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.9,0.73,0.7
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_FWD_3,Belgium,FWD,False,PAS,Passes,1.09,0.9,0.19,PASS,28.0,31.64,25.61,24.33
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,G,Goals,0.06,0.0,0.06,PASS,0.35,0.4,0.32,0.3
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,A,Assists,0.03,0.0,0.03,PASS,0.18,0.2,0.16,0.16
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,SOT,Shots on Target,0.19,0.1,0.09,PASS,1.2,1.36,1.1,1.04
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,S,Shots,0.33,0.2,0.13,PASS,2.5,2.82,2.29,2.17
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.34,0.27,0.26
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.9,0.73,0.7
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,FC,Fouls Committed,0.08,0.0,0.08,PASS,1.0,1.13,0.91,0.87
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.17,0.14,0.13
2026-07-02,Belgium@USA,Belgium_FWD_4,Belgium,FWD,False,PAS,Passes,1.09,0.9,0.19,PASS,28.0,31.64,25.61,24.33
