League,Matchup,Player,Team,Stat,Direction,TC_Proj,Market_Line,Edge,Reason
wc,ENG@FRA,Cristiano Ronaldo,ENG,goals,OVER,0.23,0.21,0.020000000000000018,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.2 GOALS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Vinicius Jr,FRA,assists,OVER,0.23,0.21,0.020000000000000018,Targeting Vinicius Jr OVER 0.2 ASSISTS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Jamal Musiala,ENG,yellow_cards,OVER,0.16,0.14,0.01999999999999999,Jamal Musiala shows OVER value at 0.1 YELLOW_CARDS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Pedri,ENG,assists,OVER,0.18,0.16,0.01999999999999999,Targeting Pedri OVER 0.2 ASSISTS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Kevin De Bruyne,FRA,goals,OVER,0.22,0.2,0.01999999999999999,"Marginal +EV opportunity: Kevin De Bruyne is projected for 0.2 GOALS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kevin De Bruyne,FRA,assists,OVER,0.21,0.19,0.01999999999999999,"Marginal +EV opportunity: Kevin De Bruyne is projected for 0.2 ASSISTS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Lionel Messi,FRA,yellow_cards,OVER,0.15,0.13,0.01999999999999999,Targeting Lionel Messi OVER 0.1 YELLOW_CARDS. Model projects 0.1 (0.02 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Jamal Musiala,ENG,assists,OVER,0.22,0.21,0.010000000000000009,"Marginal +EV opportunity: Jamal Musiala is projected for 0.2 ASSISTS vs a line of 0.2, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kylian Mbappe,ENG,goals,OVER,0.25,0.24,0.010000000000000009,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.2 GOALS vs a line of 0.2, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kylian Mbappe,ENG,assists,OVER,0.14,0.13,0.010000000000000009,Kylian Mbappe shows OVER value at 0.1 ASSISTS. TC projection: 0.1 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Kylian Mbappe,ENG,yellow_cards,OVER,0.17,0.16,0.010000000000000009,Kylian Mbappe shows OVER value at 0.2 YELLOW_CARDS. TC projection: 0.2 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Vinicius Jr,FRA,yellow_cards,OVER,0.14,0.13,0.010000000000000009,Targeting Vinicius Jr OVER 0.1 YELLOW_CARDS. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Kevin De Bruyne,FRA,yellow_cards,OVER,0.16,0.15,0.010000000000000009,Kevin De Bruyne shows OVER value at 0.1 YELLOW_CARDS. TC projection: 0.2 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Jamal Musiala,ENG,saves,UNDER,0.0,0.0,0.0,"Marginal +EV opportunity: Jamal Musiala is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kylian Mbappe,ENG,saves,UNDER,0.0,0.0,0.0,Kylian Mbappe shows UNDER value at 0.0 SAVES. TC projection: 0.0 — edge: 0.00. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Cristiano Ronaldo,ENG,saves,UNDER,0.0,0.0,0.0,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Pedri,ENG,saves,UNDER,0.0,0.0,0.0,"Marginal +EV opportunity: Pedri is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Harry Kane,FRA,saves,UNDER,0.0,0.0,0.0,Targeting Harry Kane UNDER 0.0 SAVES. Model projects 0.0 (0.00 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Vinicius Jr,FRA,saves,UNDER,0.0,0.0,0.0,"Marginal +EV opportunity: Vinicius Jr is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kevin De Bruyne,FRA,saves,UNDER,0.0,0.0,0.0,Targeting Kevin De Bruyne UNDER 0.0 SAVES. Model projects 0.0 (0.00 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Lionel Messi,FRA,saves,UNDER,0.0,0.0,0.0,"Marginal +EV opportunity: Lionel Messi is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Jamal Musiala,ENG,goals,UNDER,0.18,0.19,-0.010000000000000009,Targeting Jamal Musiala UNDER 0.2 GOALS. Model projects 0.2 (0.01 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Cristiano Ronaldo,ENG,yellow_cards,UNDER,0.16,0.17,-0.010000000000000009,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.2 YELLOW_CARDS vs a line of 0.2, giving a UNDER edge of 0.01. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Harry Kane,FRA,yellow_cards,UNDER,0.12,0.13,-0.010000000000000009,Targeting Harry Kane UNDER 0.1 YELLOW_CARDS. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Lionel Messi,FRA,assists,UNDER,0.18,0.19,-0.010000000000000009,Lionel Messi shows UNDER value at 0.2 ASSISTS. TC projection: 0.2 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Pedri,ENG,yellow_cards,UNDER,0.16,0.18,-0.01999999999999999,Pedri shows UNDER value at 0.2 YELLOW_CARDS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Harry Kane,FRA,assists,UNDER,0.16,0.18,-0.01999999999999999,Targeting Harry Kane UNDER 0.2 ASSISTS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Cristiano Ronaldo,ENG,assists,UNDER,0.21,0.23,-0.020000000000000018,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.2 ASSISTS vs a line of 0.2, giving a UNDER edge of 0.02. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Pedri,ENG,goals,UNDER,0.18,0.2,-0.020000000000000018,Pedri shows UNDER value at 0.2 GOALS. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Vinicius Jr,FRA,goals,UNDER,0.32,0.35,-0.02999999999999997,"Marginal +EV opportunity: Vinicius Jr is projected for 0.3 GOALS vs a line of 0.3, giving a UNDER edge of 0.03. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Harry Kane,FRA,goals,UNDER,0.3,0.33,-0.030000000000000027,"Marginal +EV opportunity: Harry Kane is projected for 0.3 GOALS vs a line of 0.3, giving a UNDER edge of 0.03. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Kylian Mbappe,ENG,shots_on_target,UNDER,0.65,0.7,-0.04999999999999993,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.7 SHOTS_ON_TARGET vs a line of 0.7, giving a UNDER edge of 0.05. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Vinicius Jr,FRA,shots_on_target,UNDER,0.89,0.94,-0.04999999999999993,Vinicius Jr shows UNDER value at 0.9 SHOTS_ON_TARGET. TC projection: 0.9 — edge: 0.05. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Lionel Messi,FRA,shots_on_target,UNDER,0.87,0.92,-0.050000000000000044,Targeting Lionel Messi UNDER 0.9 SHOTS_ON_TARGET. Model projects 0.9 (0.05 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Jamal Musiala,ENG,shots_on_target,UNDER,0.67,0.73,-0.05999999999999994,"Marginal +EV opportunity: Jamal Musiala is projected for 0.7 SHOTS_ON_TARGET vs a line of 0.7, giving a UNDER edge of 0.06. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Cristiano Ronaldo,ENG,shots_on_target,UNDER,0.6,0.66,-0.06000000000000005,"Marginal +EV opportunity: Cristiano Ronaldo is projected for 0.6 SHOTS_ON_TARGET vs a line of 0.7, giving a UNDER edge of 0.06. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Harry Kane,FRA,shots_on_target,UNDER,0.65,0.73,-0.07999999999999996,Harry Kane shows UNDER value at 0.7 SHOTS_ON_TARGET. TC projection: 0.7 — edge: 0.08. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Kylian Mbappe,ENG,tackles,UNDER,1.12,1.21,-0.08999999999999986,Kylian Mbappe shows UNDER value at 1.2 TACKLES. TC projection: 1.1 — edge: 0.09. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Lionel Messi,FRA,tackles,UNDER,1.7,1.79,-0.09000000000000008,"Marginal +EV opportunity: Lionel Messi is projected for 1.7 TACKLES vs a line of 1.8, giving a UNDER edge of 0.09. Based on recent form, opponent matchup, and game context."
wc,ENG@FRA,Pedri,ENG,shots_on_target,UNDER,0.99,1.09,-0.10000000000000009,Targeting Pedri UNDER 1.1 SHOTS_ON_TARGET. Model projects 1.0 (0.10 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Pedri,ENG,tackles,UNDER,1.43,1.53,-0.10000000000000009,Pedri shows UNDER value at 1.5 TACKLES. TC projection: 1.4 — edge: 0.10. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Lionel Messi,FRA,shots,UNDER,1.27,1.37,-0.10000000000000009,Targeting Lionel Messi UNDER 1.4 SHOTS. Model projects 1.3 (0.10 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Kevin De Bruyne,FRA,shots_on_target,UNDER,0.98,1.09,-0.1100000000000001,Kevin De Bruyne shows UNDER value at 1.1 SHOTS_ON_TARGET. TC projection: 1.0 — edge: 0.11. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Jamal Musiala,ENG,tackles,UNDER,1.87,2.01,-0.13999999999999968,Targeting Jamal Musiala UNDER 2.0 TACKLES. Model projects 1.9 (0.14 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Jamal Musiala,ENG,shots,UNDER,1.98,2.14,-0.16000000000000014,Jamal Musiala shows UNDER value at 2.1 SHOTS. TC projection: 2.0 — edge: 0.16. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Pedri,ENG,shots,UNDER,1.71,1.89,-0.17999999999999994,Pedri shows UNDER value at 1.9 SHOTS. TC projection: 1.7 — edge: 0.18. Marginal conviction based on usage rate and defensive matchup.
wc,ENG@FRA,Kevin De Bruyne,FRA,shots,UNDER,1.9,2.09,-0.18999999999999995,Targeting Kevin De Bruyne UNDER 2.1 SHOTS. Model projects 1.9 (0.19 edge). Recent trends and opponent weakness support this play.
wc,ENG@FRA,Cristiano Ronaldo,ENG,tackles,UNDER,1.93,2.15,-0.21999999999999997,Cristiano Ronaldo shows UNDER value at 2.1 TACKLES. TC projection: 1.9 — edge: 0.22. Marginal conviction based on usage rate and defensive matchup.
wnba,NY@IND,Caitlin Clark,IND,PRA,OVER,32.7,0.0,32.7,high-confidence over on Caitlin Clark PRA: TC projects 32.7 vs line 0.0 (edge +32.7)
wnba,NY@IND,Breanna Stewart,NY,PRA,OVER,31.5,0.0,31.5,high-confidence over on Breanna Stewart PRA: TC projects 31.5 vs line 0.0 (edge +31.5)
wnba,POR@MIN,Olivia Miles,MIN,PRA,OVER,29.7,0.0,29.7,high-confidence over on Olivia Miles PRA: TC projects 29.7 vs line 0.0 (edge +29.7)
wnba,NY@IND,Breanna Stewart,NY,PR,OVER,28.8,0.0,28.8,high-confidence over on Breanna Stewart PR: TC projects 28.8 vs line 0.0 (edge +28.8)
wnba,NY@IND,Caitlin Clark,IND,PA,OVER,28.7,0.0,28.7,high-confidence over on Caitlin Clark PA: TC projects 28.7 vs line 0.0 (edge +28.7)
wnba,NY@IND,Aliyah Boston,IND,PRA,OVER,28.6,0.0,28.6,high-confidence over on Aliyah Boston PRA: TC projects 28.6 vs line 0.0 (edge +28.6)
wnba,POR@MIN,Natasha Howard,MIN,PRA,OVER,27.6,0.0,27.6,high-confidence over on Natasha Howard PRA: TC projects 27.6 vs line 0.0 (edge +27.6)
wnba,NY@IND,Kelsey Mitchell,IND,PRA,OVER,27.4,0.0,27.4,high-confidence over on Kelsey Mitchell PRA: TC projects 27.4 vs line 0.0 (edge +27.4)
wnba,NY@IND,Jonquel Jones,NY,PRA,OVER,26.8,0.0,26.8,high-confidence over on Jonquel Jones PRA: TC projects 26.8 vs line 0.0 (edge +26.8)
wnba,WSH@GSV,Shakira Austin,WSH,PRA,OVER,26.2,0.0,26.2,high-confidence over on Shakira Austin PRA: TC projects 26.2 vs line 0.0 (edge +26.2)
wnba,NY@IND,Aliyah Boston,IND,PR,OVER,25.9,0.0,25.9,high-confidence over on Aliyah Boston PR: TC projects 25.9 vs line 0.0 (edge +25.9)
wnba,WSH@GSV,Kiki Iriafen,WSH,PRA,OVER,25.9,0.0,25.9,high-confidence over on Kiki Iriafen PRA: TC projects 25.9 vs line 0.0 (edge +25.9)
wnba,NY@IND,Kelsey Mitchell,IND,PA,OVER,25.8,0.0,25.8,high-confidence over on Kelsey Mitchell PA: TC projects 25.8 vs line 0.0 (edge +25.8)
wnba,POR@MIN,Courtney Williams,MIN,PRA,OVER,25.3,0.0,25.3,high-confidence over on Courtney Williams PRA: TC projects 25.3 vs line 0.0 (edge +25.3)
wnba,POR@MIN,Olivia Miles,MIN,PA,OVER,25.0,0.0,25.0,high-confidence over on Olivia Miles PA: TC projects 25.0 vs line 0.0 (edge +25.0)
wnba,NY@IND,Caitlin Clark,IND,PR,OVER,24.9,0.0,24.9,high-confidence over on Caitlin Clark PR: TC projects 24.9 vs line 0.0 (edge +24.9)
wnba,WSH@GSV,Sonia Citron,WSH,PRA,OVER,24.8,0.0,24.8,high-confidence over on Sonia Citron PRA: TC projects 24.8 vs line 0.0 (edge +24.8)
wnba,NY@IND,Kelsey Mitchell,IND,PR,OVER,24.6,0.0,24.6,high-confidence over on Kelsey Mitchell PR: TC projects 24.6 vs line 0.0 (edge +24.6)
wnba,POR@MIN,Natasha Howard,MIN,PR,OVER,24.4,0.0,24.4,high-confidence over on Natasha Howard PR: TC projects 24.4 vs line 0.0 (edge +24.4)
wnba,WSH@GSV,Kiki Iriafen,WSH,PR,OVER,24.4,0.0,24.4,high-confidence over on Kiki Iriafen PR: TC projects 24.4 vs line 0.0 (edge +24.4)
wnba,NY@IND,Jonquel Jones,NY,PR,OVER,24.3,0.0,24.3,high-confidence over on Jonquel Jones PR: TC projects 24.3 vs line 0.0 (edge +24.3)
wnba,POR@MIN,Olivia Miles,MIN,PR,OVER,24.0,0.0,24.0,high-confidence over on Olivia Miles PR: TC projects 24.0 vs line 0.0 (edge +24.0)
wnba,POR@MIN,Kayla McBride,MIN,PRA,OVER,23.5,0.0,23.5,high-confidence over on Kayla McBride PRA: TC projects 23.5 vs line 0.0 (edge +23.5)
wnba,WSH@GSV,Shakira Austin,WSH,PR,OVER,23.5,0.0,23.5,high-confidence over on Shakira Austin PR: TC projects 23.5 vs line 0.0 (edge +23.5)
wnba,POR@MIN,Carla Leite,POR,PRA,OVER,23.3,0.0,23.3,high-confidence over on Carla Leite PRA: TC projects 23.3 vs line 0.0 (edge +23.3)
wnba,NY@IND,Breanna Stewart,NY,PA,OVER,23.1,0.0,23.1,high-confidence over on Breanna Stewart PA: TC projects 23.1 vs line 0.0 (edge +23.1)
wnba,NY@IND,Kelsey Mitchell,IND,PTS,OVER,22.9,0.0,22.9,high-confidence over on Kelsey Mitchell PTS: TC projects 22.9 vs line 0.0 (edge +22.9)
wnba,NY@IND,Sabrina Ionescu,NY,PRA,OVER,21.5,0.0,21.5,high-confidence over on Sabrina Ionescu PRA: TC projects 21.5 vs line 0.0 (edge +21.5)
wnba,WSH@GSV,Sonia Citron,WSH,PR,OVER,21.4,0.0,21.4,high-confidence over on Sonia Citron PR: TC projects 21.4 vs line 0.0 (edge +21.4)
wnba,POR@MIN,Courtney Williams,MIN,PR,OVER,21.2,0.0,21.2,high-confidence over on Courtney Williams PR: TC projects 21.2 vs line 0.0 (edge +21.2)
wnba,POR@MIN,Kayla McBride,MIN,PR,OVER,21.1,0.0,21.1,high-confidence over on Kayla McBride PR: TC projects 21.1 vs line 0.0 (edge +21.1)
wnba,POR@MIN,Carla Leite,POR,PA,OVER,21.0,0.0,21.0,high-confidence over on Carla Leite PA: TC projects 21.0 vs line 0.0 (edge +21.0)
wnba,NY@IND,Caitlin Clark,IND,PTS,OVER,20.9,0.0,20.9,high-confidence over on Caitlin Clark PTS: TC projects 20.9 vs line 0.0 (edge +20.9)
wnba,WSH@GSV,Sonia Citron,WSH,PA,OVER,20.7,0.0,20.7,high-confidence over on Sonia Citron PA: TC projects 20.7 vs line 0.0 (edge +20.7)
wnba,NY@IND,Breanna Stewart,NY,PTS,OVER,20.4,0.0,20.4,high-confidence over on Breanna Stewart PTS: TC projects 20.4 vs line 0.0 (edge +20.4)
wnba,NY@IND,Aliyah Boston,IND,PA,OVER,19.9,0.0,19.9,high-confidence over on Aliyah Boston PA: TC projects 19.9 vs line 0.0 (edge +19.9)
wnba,POR@MIN,Courtney Williams,MIN,PA,OVER,19.7,0.0,19.7,high-confidence over on Courtney Williams PA: TC projects 19.7 vs line 0.0 (edge +19.7)
wnba,POR@MIN,Kayla McBride,MIN,PA,OVER,19.7,0.0,19.7,high-confidence over on Kayla McBride PA: TC projects 19.7 vs line 0.0 (edge +19.7)
wnba,POR@MIN,Natasha Howard,MIN,PA,OVER,19.6,0.0,19.6,high-confidence over on Natasha Howard PA: TC projects 19.6 vs line 0.0 (edge +19.6)
wnba,POR@MIN,Olivia Miles,MIN,PTS,OVER,19.3,0.0,19.3,high-confidence over on Olivia Miles PTS: TC projects 19.3 vs line 0.0 (edge +19.3)
wnba,POR@MIN,Bridget Carleton,POR,PRA,OVER,18.8,0.0,18.8,high-confidence over on Bridget Carleton PRA: TC projects 18.8 vs line 0.0 (edge +18.8)
wnba,NY@IND,Sabrina Ionescu,NY,PA,OVER,17.6,0.0,17.6,high-confidence over on Sabrina Ionescu PA: TC projects 17.6 vs line 0.0 (edge +17.6)
wnba,NY@IND,Jonquel Jones,NY,PA,OVER,17.5,0.0,17.5,high-confidence over on Jonquel Jones PA: TC projects 17.5 vs line 0.0 (edge +17.5)
wnba,POR@MIN,Carla Leite,POR,PR,OVER,17.5,0.0,17.5,high-confidence over on Carla Leite PR: TC projects 17.5 vs line 0.0 (edge +17.5)
wnba,POR@MIN,Sarah Ashlee Barker,POR,PRA,OVER,17.5,0.0,17.5,high-confidence over on Sarah Ashlee Barker PRA: TC projects 17.5 vs line 0.0 (edge +17.5)
wnba,POR@MIN,Kayla McBride,MIN,PTS,OVER,17.3,0.0,17.3,high-confidence over on Kayla McBride PTS: TC projects 17.3 vs line 0.0 (edge +17.3)
wnba,WSH@GSV,Sonia Citron,WSH,PTS,OVER,17.3,0.0,17.3,high-confidence over on Sonia Citron PTS: TC projects 17.3 vs line 0.0 (edge +17.3)
wnba,NY@IND,Sabrina Ionescu,NY,PR,OVER,17.2,0.0,17.2,high-confidence over on Sabrina Ionescu PR: TC projects 17.2 vs line 0.0 (edge +17.2)
wnba,NY@IND,Aliyah Boston,IND,PTS,OVER,17.2,0.0,17.2,high-confidence over on Aliyah Boston PTS: TC projects 17.2 vs line 0.0 (edge +17.2)
wnba,POR@MIN,Megan Gustafson,POR,PRA,OVER,17.0,0.0,17.0,high-confidence over on Megan Gustafson PRA: TC projects 17.0 vs line 0.0 (edge +17.0)
wnba,WSH@GSV,Shakira Austin,WSH,PA,OVER,17.0,0.0,17.0,high-confidence over on Shakira Austin PA: TC projects 17.0 vs line 0.0 (edge +17.0)
wnba,POR@MIN,Bridget Carleton,POR,PR,OVER,16.8,0.0,16.8,high-confidence over on Bridget Carleton PR: TC projects 16.8 vs line 0.0 (edge +16.8)
wnba,POR@MIN,Emily Engstler,POR,PRA,OVER,16.6,0.0,16.6,high-confidence over on Emily Engstler PRA: TC projects 16.6 vs line 0.0 (edge +16.6)
wnba,WSH@GSV,Kiki Iriafen,WSH,PA,OVER,16.6,0.0,16.6,high-confidence over on Kiki Iriafen PA: TC projects 16.6 vs line 0.0 (edge +16.6)
wnba,POR@MIN,Natasha Howard,MIN,PTS,OVER,16.5,0.0,16.5,high-confidence over on Natasha Howard PTS: TC projects 16.5 vs line 0.0 (edge +16.5)
wnba,NY@IND,Pauline Astier,NY,PRA,OVER,16.3,0.0,16.3,high-confidence over on Pauline Astier PRA: TC projects 16.3 vs line 0.0 (edge +16.3)
wnba,POR@MIN,Megan Gustafson,POR,PR,OVER,16.1,0.0,16.1,high-confidence over on Megan Gustafson PR: TC projects 16.1 vs line 0.0 (edge +16.1)
wnba,POR@MIN,Nia Coffey,MIN,PRA,OVER,15.7,0.0,15.7,high-confidence over on Nia Coffey PRA: TC projects 15.7 vs line 0.0 (edge +15.7)
wnba,POR@MIN,Courtney Williams,MIN,PTS,OVER,15.6,0.0,15.6,high-confidence over on Courtney Williams PTS: TC projects 15.6 vs line 0.0 (edge +15.6)
wnba,POR@MIN,Carla Leite,POR,PTS,OVER,15.2,0.0,15.2,high-confidence over on Carla Leite PTS: TC projects 15.2 vs line 0.0 (edge +15.2)
wnba,POR@MIN,Bridget Carleton,POR,PA,OVER,15.2,0.0,15.2,high-confidence over on Bridget Carleton PA: TC projects 15.2 vs line 0.0 (edge +15.2)
wnba,POR@MIN,Sarah Ashlee Barker,POR,PR,OVER,15.2,0.0,15.2,high-confidence over on Sarah Ashlee Barker PR: TC projects 15.2 vs line 0.0 (edge +15.2)
wnba,NY@IND,Satou Sabally,NY,PRA,OVER,15.1,0.0,15.1,high-confidence over on Satou Sabally PRA: TC projects 15.1 vs line 0.0 (edge +15.1)
wnba,NY@IND,Jonquel Jones,NY,PTS,OVER,15.0,0.0,15.0,high-confidence over on Jonquel Jones PTS: TC projects 15.0 vs line 0.0 (edge +15.0)
wnba,WSH@GSV,Kiki Iriafen,WSH,PTS,OVER,14.9,0.0,14.9,high-confidence over on Kiki Iriafen PTS: TC projects 14.9 vs line 0.0 (edge +14.9)
wnba,WSH@GSV,Michaela Onyenwere,WSH,PRA,OVER,14.8,0.0,14.8,high-confidence over on Michaela Onyenwere PRA: TC projects 14.8 vs line 0.0 (edge +14.8)
wnba,NY@IND,Marine Johannes,NY,PRA,OVER,14.7,0.0,14.7,high-confidence over on Marine Johannes PRA: TC projects 14.7 vs line 0.0 (edge +14.7)
wnba,POR@MIN,Emily Engstler,POR,PR,OVER,14.6,0.0,14.6,high-confidence over on Emily Engstler PR: TC projects 14.6 vs line 0.0 (edge +14.6)
wnba,NY@IND,Leonie Fiebich,NY,PRA,OVER,14.4,0.0,14.4,high-confidence over on Leonie Fiebich PRA: TC projects 14.4 vs line 0.0 (edge +14.4)
wnba,WSH@GSV,Shakira Austin,WSH,PTS,OVER,14.4,0.0,14.4,high-confidence over on Shakira Austin PTS: TC projects 14.4 vs line 0.0 (edge +14.4)
wnba,NY@IND,Pauline Astier,NY,PA,OVER,13.5,0.0,13.5,high-confidence over on Pauline Astier PA: TC projects 13.5 vs line 0.0 (edge +13.5)
wnba,POR@MIN,Nia Coffey,MIN,PR,OVER,13.4,0.0,13.4,high-confidence over on Nia Coffey PR: TC projects 13.4 vs line 0.0 (edge +13.4)
wnba,NY@IND,Sabrina Ionescu,NY,PTS,OVER,13.3,0.0,13.3,high-confidence over on Sabrina Ionescu PTS: TC projects 13.3 vs line 0.0 (edge +13.3)
wnba,WSH@GSV,Michaela Onyenwere,WSH,PR,OVER,13.3,0.0,13.3,high-confidence over on Michaela Onyenwere PR: TC projects 13.3 vs line 0.0 (edge +13.3)
wnba,NY@IND,Satou Sabally,NY,PR,OVER,13.2,0.0,13.2,high-confidence over on Satou Sabally PR: TC projects 13.2 vs line 0.0 (edge +13.2)
wnba,NY@IND,Monique Billings,IND,PRA,OVER,13.2,0.0,13.2,high-confidence over on Monique Billings PRA: TC projects 13.2 vs line 0.0 (edge +13.2)
wnba,POR@MIN,Bridget Carleton,POR,PTS,OVER,13.2,0.0,13.2,high-confidence over on Bridget Carleton PTS: TC projects 13.2 vs line 0.0 (edge +13.2)
wnba,POR@MIN,Megan Gustafson,POR,PA,OVER,13.2,0.0,13.2,high-confidence over on Megan Gustafson PA: TC projects 13.2 vs line 0.0 (edge +13.2)
wnba,POR@MIN,Sarah Ashlee Barker,POR,PA,OVER,13.0,0.0,13.0,high-confidence over on Sarah Ashlee Barker PA: TC projects 13.0 vs line 0.0 (edge +13.0)
wnba,NY@IND,Sophie Cunningham,IND,PRA,OVER,12.8,0.0,12.8,high-confidence over on Sophie Cunningham PRA: TC projects 12.8 vs line 0.0 (edge +12.8)
wnba,NY@IND,Pauline Astier,NY,PR,OVER,12.7,0.0,12.7,high-confidence over on Pauline Astier PR: TC projects 12.7 vs line 0.0 (edge +12.7)
wnba,NY@IND,Leonie Fiebich,NY,PR,OVER,12.6,0.0,12.6,high-confidence over on Leonie Fiebich PR: TC projects 12.6 vs line 0.0 (edge +12.6)
wnba,NY@IND,Satou Sabally,NY,PA,OVER,12.3,0.0,12.3,high-confidence over on Satou Sabally PA: TC projects 12.3 vs line 0.0 (edge +12.3)
wnba,POR@MIN,Megan Gustafson,POR,PTS,OVER,12.2,0.0,12.2,high-confidence over on Megan Gustafson PTS: TC projects 12.2 vs line 0.0 (edge +12.2)
wnba,NY@IND,Marine Johannes,NY,PA,OVER,12.1,0.0,12.1,high-confidence over on Marine Johannes PA: TC projects 12.1 vs line 0.0 (edge +12.1)
wnba,NY@IND,Monique Billings,IND,PR,OVER,12.1,0.0,12.1,high-confidence over on Monique Billings PR: TC projects 12.1 vs line 0.0 (edge +12.1)
wnba,POR@MIN,Emma Cechova,MIN,PRA,OVER,12.0,0.0,12.0,high-confidence over on Emma Cechova PRA: TC projects 12.0 vs line 0.0 (edge +12.0)
wnba,POR@MIN,Emma Cechova,MIN,PR,OVER,12.0,0.0,12.0,high-confidence over on Emma Cechova PR: TC projects 12.0 vs line 0.0 (edge +12.0)
wnba,NY@IND,Jonquel Jones,NY,RA,OVER,11.9,0.0,11.9,high-confidence over on Jonquel Jones RA: TC projects 11.9 vs line 0.0 (edge +11.9)
wnba,NY@IND,Marine Johannes,NY,PR,OVER,11.9,0.0,11.9,high-confidence over on Marine Johannes PR: TC projects 11.9 vs line 0.0 (edge +11.9)
wnba,NY@IND,Leonie Fiebich,NY,PA,OVER,11.9,0.0,11.9,high-confidence over on Leonie Fiebich PA: TC projects 11.9 vs line 0.0 (edge +11.9)
wnba,NY@IND,Caitlin Clark,IND,RA,OVER,11.8,0.0,11.8,high-confidence over on Caitlin Clark RA: TC projects 11.8 vs line 0.0 (edge +11.8)
wnba,WSH@GSV,Shakira Austin,WSH,RA,OVER,11.8,0.0,11.8,high-confidence over on Shakira Austin RA: TC projects 11.8 vs line 0.0 (edge +11.8)
