date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj,source
2026-07-12,Spain@France,Spain_GK_2,Spain,GK,False,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_GK_2,Spain,GK,False,PAS,Passes,2.01,2.0,0.01,PASS,28.0,33.6,23.52,22.34,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,COR,Corners,0.42,0.5,-0.08,UNDER,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,TKL,Tackles,0.7,0.5,0.2,OVER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,CRD,Cards,0.07,0.0,0.07,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_1,Spain,DEF,True,PAS,Passes,7.18,7.0,0.18,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,COR,Corners,0.42,0.5,-0.08,UNDER,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,TKL,Tackles,0.7,0.5,0.2,OVER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,CRD,Cards,0.07,0.0,0.07,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_2,Spain,DEF,True,PAS,Passes,7.18,7.0,0.18,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,COR,Corners,0.42,0.5,-0.08,UNDER,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,TKL,Tackles,0.7,0.5,0.2,OVER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,CRD,Cards,0.07,0.0,0.07,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_3,Spain,DEF,True,PAS,Passes,7.18,7.0,0.18,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,S,Shots,0.05,0.0,0.05,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,COR,Corners,0.42,0.5,-0.08,UNDER,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,TKL,Tackles,0.7,0.5,0.2,OVER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,CRD,Cards,0.07,0.0,0.07,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_4,Spain,DEF,True,PAS,Passes,7.18,7.0,0.18,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,S,Shots,0.01,0.0,0.01,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,COR,Corners,0.13,0.0,0.13,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,TKL,Tackles,0.21,0.0,0.21,PASS,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,FC,Fouls Committed,0.07,0.0,0.07,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_5,Spain,DEF,False,PAS,Passes,2.15,2.0,0.15,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,G,Goals,0.0,0.0,0.0,PASS,0.05,0.06,0.04,0.04,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,A,Assists,0.0,0.0,0.0,PASS,0.08,0.1,0.07,0.06,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,S,Shots,0.01,0.0,0.01,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,COR,Corners,0.13,0.0,0.13,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,TKL,Tackles,0.21,0.0,0.21,PASS,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,FC,Fouls Committed,0.07,0.0,0.07,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,CRD,Cards,0.02,0.0,0.02,PASS,0.25,0.3,0.21,0.2,SELF_EDGE
2026-07-12,Spain@France,Spain_DEF_6,Spain,DEF,False,PAS,Passes,2.15,2.0,0.15,PASS,45.0,54.0,37.8,35.91,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,A,Assists,0.04,0.0,0.04,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,S,Shots,0.34,0.5,-0.16,UNDER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,COR,Corners,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,TKL,Tackles,0.56,0.5,0.06,OVER,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,FC,Fouls Committed,0.48,0.5,-0.02,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_1,Spain,MID,True,PAS,Passes,14.52,14.5,0.02,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,A,Assists,0.04,0.0,0.04,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,S,Shots,0.34,0.5,-0.16,UNDER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,COR,Corners,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,TKL,Tackles,0.56,0.5,0.06,OVER,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,FC,Fouls Committed,0.48,0.5,-0.02,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_2,Spain,MID,True,PAS,Passes,14.52,14.5,0.02,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,A,Assists,0.04,0.0,0.04,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,S,Shots,0.34,0.5,-0.16,UNDER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,COR,Corners,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,TKL,Tackles,0.56,0.5,0.06,OVER,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,FC,Fouls Committed,0.48,0.5,-0.02,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_3,Spain,MID,True,PAS,Passes,14.52,14.5,0.02,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,G,Goals,0.02,0.0,0.02,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,A,Assists,0.04,0.0,0.04,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,SOT,Shots on Target,0.1,0.0,0.1,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,S,Shots,0.34,0.5,-0.16,UNDER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,COR,Corners,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,TKL,Tackles,0.56,0.5,0.06,OVER,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,FC,Fouls Committed,0.48,0.5,-0.02,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,CRD,Cards,0.1,0.0,0.1,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_4,Spain,MID,True,PAS,Passes,14.52,14.5,0.02,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,S,Shots,0.1,0.0,0.1,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,COR,Corners,0.07,0.0,0.07,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,TKL,Tackles,0.17,0.0,0.17,PASS,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,FC,Fouls Committed,0.14,0.0,0.14,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_5,Spain,MID,False,PAS,Passes,4.36,4.5,-0.14,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,G,Goals,0.01,0.0,0.01,PASS,0.12,0.14,0.1,0.1,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,A,Assists,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,SOT,Shots on Target,0.03,0.0,0.03,PASS,0.4,0.48,0.34,0.32,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,S,Shots,0.1,0.0,0.1,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,COR,Corners,0.07,0.0,0.07,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,TKL,Tackles,0.17,0.0,0.17,PASS,2.0,2.4,1.68,1.6,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,FC,Fouls Committed,0.14,0.0,0.14,PASS,1.5,1.8,1.26,1.2,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,CRD,Cards,0.03,0.0,0.03,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_MID_6,Spain,MID,False,PAS,Passes,4.36,4.5,-0.14,PASS,52.0,62.4,43.68,41.5,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,G,Goals,0.2,0.0,0.2,PASS,0.35,0.42,0.29,0.28,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,A,Assists,0.08,0.0,0.08,PASS,0.18,0.22,0.15,0.14,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,SOT,Shots on Target,0.57,0.5,0.07,OVER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,S,Shots,1.0,1.0,-0.0,PASS,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,COR,Corners,0.02,0.0,0.02,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,TKL,Tackles,0.13,0.0,0.13,PASS,0.8,0.96,0.67,0.64,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,CRD,Cards,0.02,0.0,0.02,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_1,Spain,FWD,True,PAS,Passes,3.35,3.5,-0.15,PASS,28.0,33.6,23.52,22.34,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,G,Goals,0.2,0.0,0.2,PASS,0.35,0.42,0.29,0.28,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,A,Assists,0.08,0.0,0.08,PASS,0.18,0.22,0.15,0.14,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,SOT,Shots on Target,0.57,0.5,0.07,OVER,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,S,Shots,1.0,1.0,-0.0,PASS,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,COR,Corners,0.02,0.0,0.02,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,TKL,Tackles,0.13,0.0,0.13,PASS,0.8,0.96,0.67,0.64,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,FC,Fouls Committed,0.24,0.0,0.24,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,CRD,Cards,0.02,0.0,0.02,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_2,Spain,FWD,True,PAS,Passes,3.35,3.5,-0.15,PASS,28.0,33.6,23.52,22.34,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,G,Goals,0.06,0.0,0.06,PASS,0.35,0.42,0.29,0.28,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,A,Assists,0.02,0.0,0.02,PASS,0.18,0.22,0.15,0.14,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,SOT,Shots on Target,0.17,0.0,0.17,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,S,Shots,0.3,0.5,-0.2,UNDER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.96,0.67,0.64,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,FC,Fouls Committed,0.07,0.0,0.07,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_3,Spain,FWD,False,PAS,Passes,1.01,1.0,0.01,PASS,28.0,33.6,23.52,22.34,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,G,Goals,0.06,0.0,0.06,PASS,0.35,0.42,0.29,0.28,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,A,Assists,0.02,0.0,0.02,PASS,0.18,0.22,0.15,0.14,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,SOT,Shots on Target,0.17,0.0,0.17,PASS,1.2,1.44,1.01,0.96,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,S,Shots,0.3,0.5,-0.2,UNDER,2.5,3.0,2.1,1.99,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,COR,Corners,0.01,0.0,0.01,PASS,0.3,0.36,0.25,0.24,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,TKL,Tackles,0.04,0.0,0.04,PASS,0.8,0.96,0.67,0.64,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,FC,Fouls Committed,0.07,0.0,0.07,PASS,1.0,1.2,0.84,0.8,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,CRD,Cards,0.01,0.0,0.01,PASS,0.15,0.18,0.13,0.12,SELF_EDGE
2026-07-12,Spain@France,Spain_FWD_4,Spain,FWD,False,PAS,Passes,1.01,1.0,0.01,PASS,28.0,33.6,23.52,22.34,SELF_EDGE
